,ratings,reviews
115,4,"Nice productEverything is good, good battery, amazing display, value for money processor and it's a very good phone for day to day use (except gaming) and final about camera is rear camera is price worthy but front camera is not good in night with low light (single bulb) so if you want to enjoy online content on it gooooo for it but not for gaming at High or selfie"
116,4,WonderfulNice quality productsPerformance average as it is an stock androidBattery backup nice i like itDisplay a little more than averageCamera not so gud of front but the rear camera is gud for sure Overall at the price value it is a decent product
117,4,"Pretty goodI bought this phone same day on it's launched in India. It's a good mobile with fast charging and brilliant battery backup.. Camera quality is fine, it has automatic filter in the front camera which I don't like. It gets hot fast while playing games so it is good that I'm not a games lover, however, my kids play games on it and I keeps worrying of them... I have given 4 stars because battery backup and fast charging was the priority."
118,3,"Decent productBattery backup is very good but charging is very slow I think company are cheating us to show fast charging option is  available with it. Rear camera is average but front camera is not upto expectations. Operating performances is good  no heating issue observed. Weight is slightly higher sound quality and loudness is just average. Instead of soft case if provided headphone with it shall be better. Overall I will give rating for battery backup 5/5, charging-1/5, camera quality- 3/5, sound..."
119,4,"Good choiceThe phone has very good storage, good features, good audio, but the camera is a little low. And the best in all respects."
120,4,"WonderfulThe mobile design is great but the camera is not good at all. In a mobile update, somehow update the camera's settings name and camera to make the photos look neat and good.The display is also great."
121,4,Really NiceCamera quality is very good
122,5,Must buy!Mind blowing purchase .buy with out thinking
123,5,WonderfulVery good ☺️
124,4,DelightfulTotally Superb
125,5,Mind-blowing purchaseGood quality
126,4,Nice productGood phone 📱
127,4,Very GoodAwesome
128,5,Worth every pennyGood phone
129,5,BrilliantValue for money
130,5,Great productVery nice  battery
131,4,DelightfulVery nice
132,5,Terrific purchaseAwesome 🥰
133,5,Must buy!In this price range this best choice
134,5,AwesomeAmazing phone with dual side stereo speakers
135,5,AwesomeVerry good phone in this budget
136,5,Terrific purchaseGood
137,4,Good choiceVery good value for money smartphone.
138,5,Perfect product!Value for money
139,5,TerrificAwesome product in this price
140,5,Brilliantbest product ever good at this price
141,5,"Great productThanks Poco for the value phone, overall the phone display,  size, camera , accessibility,  performance are good. I'm totally happy."
142,5,Best in the market!Owsm phone really nice sound quality is very good
143,5,Mind-blowing purchaseSuper Battery BackupSuper CameraOverall This Price Range Mobile Is Value For Money
144,5,"AwesomeBest phone in this price range, It is simply awesome."
145,4,Worth the moneyNice mobile and camera quality also good...
146,5,Worth every pennyGood mobile very nice....Battery performance good Very nice display 🤩Thanks 🙏 flipcart
147,5,WonderfulNice phone. But camara quality little mines point. Value of money. Sound quality good.
148,5,Perfect product!Aswome phone. Best quality.
149,5,Classy productExcellent camera quality battery is good quality good
150,4,Value-for-moneyGood phone
151,5,Just wow!Nice
152,5,Just wow!Good mobile at this price point
153,5,Best in the market!Super product
154,4,Value-for-moneyVery good product
155,5,Mind-blowing purchaseNice phone good camera quality and excellent battery backup
156,5,Classy productExcellent product at this price
157,5,Must buy!Nice phone
158,5,Just wow!Camera goodBattery Very goodDisplay goodAll its good       BARWADIH JHARKHAND
159,5,Classy productIt's amazing
160,5,TerrificNice poco
161,4,Really NiceGood cemera quality
162,5,Must buy!Good picture quality
163,5,Terrific purchasegood
164,5,Highly recommendedOsm camera📷
165,5,Just wow!Thx u flipkrt awesome camera
166,5,AwesomeThe phone is awesome
